,Winery,Lats,Longs
4706,Harken,43.05333,-88.244624
4707,Howell Mountain Vineyards,38.576476,-122.458354
4708,Andrew Peace,-35.0653497,143.3329153
4709,Trentadue,38.6793659,-122.8728644
4710,Vinoce,38.2859369,-122.2863383
4711,Domaine Martin,45.764772,-74.105475
4712,Gyéjacquot Frères,48.0770035,4.4100129
4713,Marco Zunino,34.0688167,-118.3839684
4714,Van Duzer,44.9858025,-123.2786768
4715,1+1=3,36.0792861,-95.8345295
4716,Eight Bells,32.7820664,-96.76690359999999
4717,Holdredge,38.605923,-122.86204
4718,Valenciso,42.539801,-2.828636
4719,Lichen Estate,39.0455224,-123.4076253
4720,Tenuta Sarno 1860,40.9100787,14.7658166
4721,Domaine la Bastide Blanche,43.2225069,5.7537764
4722,Château Laroque,43.9793288,5.1074351
4723,Château Latour à Pomerol,40.9492308,-74.2751452
4724,Château Le Boscq,45.273159,-0.7821899999999999
4725,Château Saint-André Corbin,44.9319464,-0.1442908
4726,Baglio del Cristo di Campobello,37.22184660000001,13.9187327
4727,Barra of Mendocino,39.2462537,-123.2074254
4728,Julia's Dazzle,46.0701256,-118.4902834
4729,Vignobles Raymond,44.6455,-0.1531598
4730,Cascina Adelaide,44.612727,7.945821
4731,Cascina del Monastero,44.633787,7.959465000000001
4732,Château Bardins,44.756676,-0.550335
4733,Château de Lardiley,44.63664439999999,-0.2996727
4734,Dehesa de los Canónigos,41.635251,-4.2159786
4735,Diversion,40.8073454,-96.707785
4736,G. Reedy,39.0560974,-94.6101575
4737,Giacosa Fratelli,44.7214164,8.1162071
4738,Pepi,39.640865,-106.373765
4739,Archer,37.0327232,-95.62951
4740,De Alberto,43.0234386,-87.91908049999999
4741,Domaine de Millet,40.3506884,-74.66276309999999
4742,Castelo de Medina,41.307375,-5.016420999999999
4743,Château la Colombière,43.821408,1.42922
4744,Domaine Uby,43.92522899999999,-0.025076
4745,Dancing Coyote,38.097966,-122.852221
4746,Prophecy,36.7642492,-95.92901499999999
4747,Saint-Jean des Sources,43.404463,3.536527
4748,Lleiroso,41.636142,-4.263898
4749,Lobo Hills,47.7619857,-122.1498313
4750,Marcel Couturier,40.7147337,-74.010069
4751,Zinderella,38.1157892,-121.2431235
4752,Château de Beauregard,47.5358026,1.3780444
4753,Domaine Arnoux Père et Fils,47.04920569999999,4.8683194
4754,Abadia Retuerta,41.61635100000001,-4.410638
4755,Bodegas Vínícola Real,42.3538,-2.475543
4756,Robalino,26.185716,-98.2266235
4757,Rolland & Galarreta,39.0032031,-94.46537239999999
4758,Battle Creek,42.3211522,-85.17971419999999
4759,Charles Sparr,48.1644508,7.297174
4760,Solitary Cellars,36.85387559999999,-119.9506282
4761,Sutcliffe,39.9501851,-119.600464
4762,Thibault,45.390934,-71.962677
4763,Twill,44.877143,-93.324182
4764,Voerzio Martini,44.6462039,7.929162900000001
4765,Domaine Tinel-Blondelet,47.2788052,2.9628421
4766,Eric Louis,34.274752,-118.468905
4767,Giribaldi,39.9191844,-75.39078810000001
4768,Meyer Family Vineyards,49.337346,-119.548989
4769,Tenuta Carretta,44.7315431,7.9883346
4770,Amastuola,40.5793045,17.1706371
4771,Castel di Salve,39.96303899999999,18.360743
4772,Tenute Rubino,40.6300471,17.9572381
4773,Terre da Vino,44.626133,7.954646599999999
4774,Château Carcanieux,45.3553711,-0.9847783999999999
4775,Château les Grands Chênes,45.8512022,-72.0772659
4776,Zisola,36.8713166,15.0472274
4777,Jamie Slone Wines,34.42041800000001,-119.698904
4778,Noceto,38.5215766,-120.820511
4779,Bridlewood,33.04986,-97.09075879999999
4780,Burnside Road,45.5065482,-122.4196069
4781,CàMaiol,45.44820499999999,10.5958472
4782,Château Hermitage Saint-Martin,43.25244800000001,6.0911298
4783,Derby,37.5455735,-97.2689331
4784,Domaine des Diables,43.49726,5.653885
4785,Sarzotti,35.5541018,-120.6057077
4786,Vignobles de Saint-Tropez,43.2675443,6.6402886
4787,Joyful Noise,36.2570939,-95.3099215
4788,Solsticio,33.961532,-118.406082
4789,Spirit of the Andes,51.9821756,-0.8322082
4790,Cas'Almare,37.935747,12.340737
4791,Mas Sainte Berthe,43.739823,4.805672299999999
4792,Monte Schiavo,43.50916369999999,13.1663968
4793,Cantina Ma.Ri.Ca.,43.54651,13.16426
4794,Casalfarneto,43.5162419,13.03441
4795,Centanni Giacomo,40.673101,-73.9573514
4796,Fazi Battaglia,43.4806363,13.0821058
4797,Feather,41.8898607,-87.6317684
4798,Grotta del Sole,40.87845129999999,14.0945886
4799,Celler Dosterras,41.1298721,0.8084135
4800,Dauvergne & Ranvier,49.19806209999999,-2.1080446
4801,Cruzat,-33.0753586,-68.9221907
4802,Toad Hollow,30.474586,-90.095592
4803,Château Roquefort,40.7551374,-73.9760147
4804,Damilano,40.0368212,-75.14350619999999
4805,Water Wheel,47.6805915,-122.3763263
4806,Masút,39.2757536,-123.256736
4807,Château la Moulinière,34.0522342,-118.2436849
4808,Château Hervé-Laroque,44.9573478,-0.279209
4809,Château Lussan,44.15419199999999,4.36696
4810,Château Sainte-Marie,46.440039,-71.0163331
4811,Marchesini,40.8680728,-74.2943432
4812,Member's Mark,40.8227482,-73.949844
4813,Xavier Flouret,40.7613801,-73.9693636
4814,Gayda,41.4927135,-87.3362732
4815,Domaine des Verchères,45.7724373,-73.3516708
4816,Domaine Saint-Nabor,48.4350605,7.418696299999999
4817,Original House Wine,36.0893187,-95.95668959999999
4818,Parmeson,38.650324,-122.9121407
4819,Château Damase,47.2402327,-70.0995619
4820,Château Larteau,44.8936867,-0.2783249
4821,Monterebro,38.4784281,-1.3238912
4822,Château de Crain,44.8361465,-0.3059582
4823,Léo de la Gaffelière,44.88409,-0.158649
4824,Château la Tour de l'Evêque,43.2231541,6.1175502
4825,Château Lavergne-Dulong,44.876486,-0.442305
4826,Bodegas Zugober,42.493035,-2.576155
4827,Château Calon Ségur,45.266782,-0.7776259999999999
4828,Finca Mayor,37.6322259,-0.8841150999999999
4829,Antolini,41.8276539,-73.01380030000001
4830,Calavera Wines,38.1374039,-120.4595488
4831,Jean-Marc Brocard,47.7620623,3.7626325
4832,Domaine de la Denante,46.3026868,4.7556885
4833,La Rasina,43.05233459999999,11.5219029
4834,Love & Squalor,36.5936576,-94.76415139999999
4835,Badia di Morrona,43.5379237,10.6517966
4836,Basagoiti,25.9188696,-100.2399884
4837,Hawley,46.8807932,-96.31673090000001
4838,Il Sassolo,43.80338709999999,11.0171632
4839,Château Souverain,38.7613662,-122.9751903
4840,De Tierra,36.5566571,-121.920859
4841,Canonica a Cerreto,43.3714063,11.4022366
4842,Domaine Moillard,47.1395616,4.951524099999999
4843,Rio Perdido,10.5942149,-85.2015686
4844,Maipe,19.3340306,-99.07165789999999
4845,Martellotto,34.6256505,-120.1853456
4846,Ormanni,43.477626,11.202685
4847,Snowden,34.9527622,-89.93434219999999
4848,Insurrection,40.3923768,-80.0874568
4849,Lamole di Lamole,43.5489767,11.3556456
4850,Machiavelli,47.615013,-122.3280631
4851,Milton Park,34.0498041,-84.2798486
4852,Poggio Salvi,43.04704599999999,11.437514
4853,Tyee,47.573353,-122.1582994
4854,Seven Daughters,28.365247,-81.415705
4855,Zanasi,45.1271716,-93.4316369
4856,Batán de Salas,42.004217,0.137701
4857,Ladera,13.8302269,-61.0515022
4858,Los Monteros,36.506067,-4.824555999999999
4859,LVVR,38.1533929,-121.1626892
4860,Maggio,42.1683399,-89.01910850000002
4861,Bookwalter,46.253799,-119.2988637
4862,Jackson-Triggs,43.2437909,-79.0918962
4863,Fairview Cellars,49.168503,-119.596771
4864,Tenuta degli Dei,43.528636,11.316324
4865,La Selva,34.0626727,-117.6887689
4866,Pagani de Marchi,43.288001,10.61787
4867,Cloudburst,47.61157,-122.345288
4868,Ken Brown,34.6149079,-120.1964029
4869,Mazzocco,38.6564777,-122.897563
4870,Baiocchi Wines,38.3947042,-120.8031261
4871,Valdelacierva,42.4238875,-2.5827884
4872,Vinchio-Vaglio Serra,44.7971592,8.3394022
4873,Wonderment Wines,38.2583941,-122.3182055
4874,Château des Loges,46.06197179999999,4.6044968
4875,Higueruela,38.9618433,-1.4422609
4876,Domaine de la Sauveuse,43.257162,6.113293
4877,Marco de Bartoli,37.734568,12.538935
4878,Pagos del Moncayo,41.8294765,-1.6814902
4879,"Bodegas Toro Albala, SL",37.510917,-4.651206999999999
4880,Stone Wolf,36.2275217,-96.785345
4881,C.G. di Arie,38.5677767,-120.7721245
4882,Vallformosa,41.3836284,1.6778082
4883,Snow Farm,42.406658,-72.76142349999999
4884,Autumn Hill,36.36054050000001,-93.55218939999999
4885,El Molinet,41.404875,2.1540937
4886,Rocland Estate,-34.459933,138.984106
4887,Château Gigognan,44.0131059,4.902788999999999
4888,La Mano,40.7449969,-73.99209379999999
4889,Logos,36.0912013,-95.9265112
4890,Cluster M45,52.3380459,-1.2276856
4891,Cattleya,40.6268486,-103.2074707
4892,Yonna,42.26792469999999,-121.467499
4893,Jindalee,-27.5373,152.9354
4894,Altoona Hills,40.5186809,-78.3947359
4895,Florio,37.7875271,-122.433724
4896,Domaine Montrose,41.8470999,-87.6751333
4897,Fire and Oak,41.0545283,-74.0699601
4898,Lola,36.7521891,-95.9755236
4899,Finca 8,-33.72516,-69.07486399999999
4900,RustRidge,38.52847,-122.3180769
4901,Shenandoah,38.29275579999999,-78.6795836
4902,Colores del Sol,33.452247,-111.820771
4903,Yorba,33.89877190000001,-117.7901979
4904,Trio Vintners,46.0654248,-118.3385663
4905,Barberani,42.69722770000001,12.2585152
4906,Cantina Novelli,42.8656753,12.5985504
4907,Château de Pourcieux,43.4692544,5.7871804
4908,Rock View,39.039628,-77.07704199999999
4909,Rocky Gully,-34.5094365,117.0091555
4910,Château des Demoiselles,43.5108297,6.5683791
4911,McConnell Estates Winery,38.3698819,-121.3565431
4912,Lancelot-Pienne,48.9862013,3.9914889
4913,Louis de Sacy,49.1495262,4.1625385
4914,Bortolin Angelo,40.7299182,-73.993174
4915,Casa de la Ermita,38.4606312,-1.1754715
4916,Domaine Rieflé-Landmann,47.978157,7.293294999999999
4917,Foss Marai,45.9083635,12.0622641
4918,Glaetzer-Dixon,-42.8759512,147.3274461
4919,J. M. Gobillard et Fils,49.0822634,3.941950599999999
4920,Autréau de Champillon,49.0857476,3.9758665
4921,Benoît Cocteaux,48.597046,3.5971776
4922,Barinas,8.6231498,-70.2371045
4923,Catman,42.0299159,-71.21913239999999
4924,Château des Arras,45.0213331,-0.4624241000000001
4925,La Boatina,45.935509,13.4795739
4926,Domenico,37.498966,-122.24195
4927,Attems,37.652539,-77.51937099999999
4928,Hoyt Family Vineyards,35.6282229,-120.6900985
4929,Verget,46.36165320000001,4.6848965
4930,Vinaceous,37.6675865,-77.57112099999999
4931,Enotria,39.578698,-76.384895
4932,Pascal Rollet,42.62381329999999,-87.8198185
4933,Red Thread Wines,38.599305,-122.46083
4934,Rose & Thistle,37.040508,-95.645934
4935,Sottomarino,40.8247318,-96.6157192
4936,Tondré,36.5066295,-121.4443806
4937,Culton,33.7476317,-116.9812434
4938,Chalone Vineyard,36.4701378,-121.2298315
4939,El Bully,27.500013,-109.944318
4940,Domaine Meriwether,44.0491041,-123.3507573
4941,Château Bellevue la Forêt,43.8372067,1.3161741
4942,Château du Coing de Saint-Fiacre,47.149545,-1.44461
4943,L'Enclos des Braves,43.8605803,1.747712
4944,Les Vins Bréban,43.409437,6.0665159
4945,Lundeen,45.08,-94.196205
4946,Paco & Lola,32.7307308,-97.34238810000001
4947,Château Barbeiranne,43.3159506,6.238428
4948,Chateau Peyrassol,43.377806,6.263315
4949,Clif Family,38.50036830000001,-122.4640168
4950,Cholame,35.7238556,-120.2965384
4951,Pellegrini,40.4124956,-104.7163857
4952,Château des Arnauds,44.95781299999999,-0.211036
4953,Château le Roudier,44.9209684,-0.1249441
4954,Alfred Gratien,49.03886869999999,3.9610579
4955,Abbaye Sylva Plana,43.52467439999999,3.1882044
4956,Mas Gabinèle,43.5367195,3.1840018
4957,Monteabellón,41.6124862,-3.9665331
4958,Marisa Cuomo,40.620489,14.548553
4959,Alois,39.2667484,-84.52815939999999
4960,Château Deffends,43.28826249999999,6.1628058
4961,I Capitani,41.0247816,14.9252908
4962,Kyra,41.236858,-80.753919
4963,Château la Reyne,44.4899145,1.1241721
4964,Château Canteloup,40.69083639999999,-73.9959222
4965,Château Laffitte Laujac,45.363936,-0.937743
4966,Frisk,29.5226339,-98.50669649999999
4967,Red Stitch,37.9788184,-87.5842466
4968,Mas Carlot,43.781127,4.488447
4969,Morro View Winery,35.2003746,-120.5717541
4970,Château Saincrit,45.0007571,-0.4556023
4971,Lo Sparviere,45.6227002,10.1008577
4972,Roots,37.1662262,-95.1091194
4973,Signae,42.85702800000001,12.523899
4974,Ciacci Piccolomini d'Aragona,42.9906405,11.5109629
4975,Domaine André Collonge,46.173686,4.711873
4976,Domaine de la Tour Blanche,48.1657716,7.2967562
4977,Domaine Sipp-Mack,48.179593,7.307117
4978,François Baur,48.0867057,7.277293100000001
4979,Marilyn Merlot,38.437094,-122.401873
4980,Malibu Rocky Oaks,34.1028881,-118.8086157
4981,Paul Durdilly,45.9286393,4.575824799999999
4982,Regio Cantina,41.8580088,-87.66424959999999
4983,Tre Monti,39.0036554,-94.4816462
4984,Jacques Picard,46.3588721,-72.58911049999999
4985,Mollydooker,26.235268,-81.74224199999999
4986,Paco Garcia,38.2536786,-85.7015261
4987,Arbor Brook,35.8401479,-86.48449500000001
4988,Argillae,42.797883,12.040415
4989,Carpe Diem,35.2139546,-80.8267248
4990,Castello di Montegiove,42.9174691,12.1435214
4991,Scacciadiavoli,42.8811024,12.5826435
4992,Flinch,40.6583629,-73.6708209
4993,Sketchbook,42.032979,-87.67901499999999
4994,Hollywood Hill,34.1176605,-118.3520389
4995,Domaines Astruc,43.0585414,2.181945
4996,Perrier Jouët,37.6691403,-122.1007441
4997,Weisinger's of Ashland,42.1673999,-122.6589563
4998,Wooldridge Creek,42.304706,-123.201756
4999,Ashland Vineyards,42.1912765,-122.6659738
5000,Tessari,45.3680165,11.3115749
5001,Cima Collina,36.4777954,-121.7291107
5002,Kaena,34.6653584,-120.1148273
5003,Bruno Cormerais,47.08764,-1.398161
5004,Launa,34.1805179,-118.2286655
5005,Paterna,39.5037093,-0.4431618
5006,Tenuta di Nozzole,43.62815399999999,11.285533
5007,Fluteau,48.030978,4.429021000000001
5008,Trinchero,38.528453,-122.497828
5009,Mr. Riggs,-35.1858234,138.6014265
5010,Pazo das Tapias,41.9479469,-7.4720114
5011,Felix Callejo,41.7765301,-3.8248956
5012,Valpiculata,41.3891867,-5.5359811
5013,Brjnda,44.7734155,8.0324368
5014,Castello di Bossi,37.6675865,-77.57112099999999
5015,La Bastide Blanche,43.2225069,5.7537764
5016,Malvirà,44.7939972,7.9751301
5017,Marion,40.5886699,-83.1285242
5018,Chateau Haut Rian,44.6667228,-0.3497038
5019,Vino,47.498009,-122.204672
5020,Exem,40.5955723,-74.4575912
5021,Irvine Family Vineyards,42.1794437,-122.6330653
5022,Château de Chambrun,44.9336041,-0.1734219
5023,TeBri Vineyards,44.313722,-123.324039
5024,Michel Moritz,40.566509,-75.52342999999999
5025,Laurent Miquel,43.43015,3.094112
5026,Familia Cassone,-33.024186,-68.8526249
5027,Raffy,45.5909744,-73.7157898
5028,Hourglass,40.7217367,-73.998814
5029,Casa L'Angel,41.386618,2.1720096
5030,Accordini Igino,45.5075426,10.8962494
5031,J Bell Cellars,46.436082,-120.322012
5032,Andre et Mireille Tissot,46.9248523,5.7793959
5033,Vignoble de la Jarnoterie,47.2956384,0.1323795
5034,Cinciano,43.5058093,11.1776895
5035,Vista Hills,35.4440342,-94.3585196
5036,Viticcio,43.5958368,11.3085151
5037,Livernano,43.445562,11.343125
5038,Rack & Riddle,36.74162219999999,-95.9495484
5039,Château Berthenon,45.137007,-0.56573
5040,Château La Roche Bazin,39.2835201,-84.2659997
5041,Château Magdeleine Bouhou,45.133126,-0.6371411000000001
5042,Domaine Dugois,46.9491599,5.7903464
5043,Siete Fincas,-33.0069868,-68.88626219999999
5044,Steelhead Vineyards,38.2906369,-122.457214
5045,Tenuta San Mauro,44.763349,8.133586
5046,Ibarra,0.3471469,-78.13236479999999
5047,Livio Voghera,44.9918026,9.0103937
5048,Fort Ross,38.5142596,-123.2435574
5049,Babcock,37.2684773,-95.5511945
5050,Domaine Jamet,40.74492619999999,-73.984681
5051,Domaine Santa Duc,44.164084,4.987062
5052,Heintz,44.1764957,-93.965598
5053,Thistledown,41.436245,-81.530929
5054,Fattoria di Valiano,43.3730381,11.3350661
5055,Vecchie Terre di Montefili,43.575967,11.276032
5056,Domaine Val d'Astier,43.2243621,6.5147179
5057,Fanetti - Tenuta S. Agnese,43.1001203,11.8144638
5058,Fattoria San Felo,42.737663,11.220972
5059,Goretti,39.664131,-77.704416
5060,Gracciano della Seta,43.132958,11.832062
5061,Sonnet Cellars,37.1097352,-121.9347651
5062,Familia Mayol,40.7147337,-74.010069
5063,Stuhlmuller Vineyards,38.6359831,-122.7996644
5064,Domaine de l'Aujardière,45.5282428,-73.59800179999999
5065,Heidsieck & Co Monopole,37.6691403,-122.1007441
5066,Cascina Castlet,44.7747705,8.1723945
5067,Château les Clauzots,44.5367108,-0.2195573
5068,Château Montlau,44.839195,-0.204878
5069,Domaine de Courteillac,44.7791147,-0.05810709999999999
5070,Chateau Ste. Michelle & Dr. Loosen,47.7298044,-122.1493133
5071,Valsacro,42.3070444,-1.9678404
5072,Pintia,40.7170897,-74.32439529999999
5073,Domaine Saint Antonin,43.6127663,5.6582785
5074,Four Fields,27.9418871,-82.46161149999999
5075,Terrenal,25.6658757,-100.3687363
5076,Tour 52,40.7074854,-73.9984612
5077,Mania,33.0722274,-96.6896684
5078,Delfosse,37.891552,-78.762639
5079,SassodiSole,43.094022,11.567862
5080,Sivas-Sonoma,38.3006707,-122.4743729
5081,The Decision,36.0725664,-95.8886636
5082,Comenge,41.6377432,-4.1040506
5083,McPherson Wine Company,33.5802861,-101.8452426
5084,Omero,45.35719599999999,-123.069931
5085,Serni Fulvio Luigi,43.1771757,10.6028195
5086,La Fornace,43.046922,11.515023
5087,Marchesato degli Aleramici,43.0515979,11.3664463
5088,Cavatappi,47.6661311,-122.3733633
5089,Agnitio,44.2688522,-88.50544169999999
5090,Le Cercle des Vignerons Saint-Louis,46.8095953,-71.210821
5091,Picayune,30.5254692,-89.67950839999999
5092,Domaine de Guiot,43.67212,4.3478249
5093,Domaine Jayer-Gilles,47.097925,4.87602
5094,Mariana,37.7015456,-97.3157164
5095,Comtesse Thérèse,40.9472422,-72.6182578
5096,Mas Belles Eaux,43.4867737,3.3656359
5097,Henriot,40.7386998,-73.9927914
5098,Ardenvoir,47.73734990000001,-120.3689741
5099,Goodfellow,31.4359135,-100.4010915
5100,Château Tournefeuille,40.8930093,-73.9726055
5101,Château de Fieuzal,44.7134439,-0.6065207
5102,Cougar Crest,46.74643770000001,-117.1534541
5103,Markus Wine Co,38.138451,-121.2073643
5104,Sartarelli,43.524277,13.0995503
5105,La Staffa,56.4355675,-6.341755999999999
5106,Château Lacaussade Saint-Martin,45.1480059,-0.6493192
5107,Corte Fornello,45.3715733,10.7372695
5108,Foppiano,38.5896629,-122.8506506
5109,Grand Bateau,43.3177041,-81.7512761
5110,Longship,32.9040608,-117.1714639
5111,Luigi Righetti,45.52213889999999,10.9079111
5112,March,33.8960494,-117.2552776
5113,J. Wright,40.63646689999999,-111.9007174
5114,Los Haroldos,-33.061678,-68.48843889999999
5115,Château Gigault,45.1730301,-0.609487
5116,Criadores de Rioja,42.4045235,-2.4275288
5117,Sanfeletto,45.927406,12.245247
5118,Bruno Giacosa,38.2235811,-122.2661689
5119,Jeeper,39.9014,-76.63327799999999
5120,Franz Gojer-Glögglhof,46.49965539999999,11.3756562
5121,TH,36.7003847,-95.6314081
5122,Domaine Moltès,47.983338,7.289172000000001
5123,Martin Schaetzel,48.1365249,7.2783625
5124,Monmousseau,47.3446022,1.1954266
5125,Laguna,33.5427189,-117.7853568
5126,Le Mulet Rouge,38.493568,-120.70917
5127,Livon,42.3999397,-83.37315389999999
5128,Luna Hart,34.6116098,-120.2004654
5129,Finca la Melonera,36.7975501,-5.1607756
5130,Giol,45.7903134,12.3957063
5131,Torrevieja,37.9847003,-0.6808233
5132,Sand Dollar,36.12571,-115.185122
5133,Hacienda del Plata,-32.9930103,-68.86318829999999
5134,Domaine Berthet-Bondet,46.7552501,5.628282
5135,San Felice,43.3881215,11.4584047
5136,Schröder & Schÿler,29.797125,-95.27110110000001
5137,Château Tour le Pin,44.9207488,-0.1940903
5138,Domaine Michel Thomas et Fils,39.141235,-78.13156699999999
5139,Dusty Cellars,48.2367165,-122.4192787
5140,Alma de los Andes,-40.150624,-71.3457566
5141,Kelleher,34.061817,-117.5480276
5142,Fleur,41.9300387,-87.70866649999999
5143,Traslanzas,41.74405,-4.7679217
5144,Bodegas Leda,41.586393,-4.5808501
5145,Fox Creek,42.7133329,-83.3452228
5146,Archeus,33.804421,-118.336905
5147,Cantina di Venosa,40.958728,15.800753
5148,Drei Donà,44.17784229999999,11.9872059
5149,Juniper,36.1548453,-95.9865094
5150,Domaine Vincent Dauvissat,47.8117161,3.7996139
5151,Campo Alegre,40.7753691,-74.0258154
5152,Bodegas La Cartuja,37.401499,-6.0043565
5153,Les Trois Couronnes,46.4582333,6.848107799999999
5154,Castello Banfi,42.980621,11.400659
5155,Capezzana,43.8239285,10.9953269
5156,Paschal,32.7077516,-97.352093
5157,Le Miccine,43.465495,11.409205
5158,Siskiyou Vineyards,42.1673999,-122.6589563
